OID_;ID;x_coord;y_coord;xy_coord;RASTERVALU;b1_ms170_1;b2_ms170_1;b3_ms170_1;b4_ms170_1;b1_ms1707s1_interp;b2_ms1707s1_interp;b3_ms1707s1_interp;b4_ms1707s1_interp,,,,,,
1;1;30,068124995600002;-22,330583328900001;30.06812499555571 -22.330583328889173;346;346;314;296;461;358,4926453;326,7426453;311,9910278;479,7394409
2;2;30,068138884400000;-22,330583328900001;30.068138884444597 -22.330583328889173;356;356;325;312;482;367,2445679;336,2445679;326,7426453;498,9916687
3;3;30,068152773300000;-22,330583328900001;30.068152773333487 -22.330583328889173;371;371;341;336;512;377,7477722;348,2474365;346,4958496;523,4955444
4;4;30,068166662199999;-22,330583328900001;30.068166662222374 -22.330583328889173;389;389;361;366;548;385,5022278;358,2515869;364,0009460;545,15869
5;5;30,068180551099999;-22,330583328900001;30.068180551111265 -22.330583328889173;393;393;367;378;563;389,0009460;363,5006409;375,7493591;559,2496948
6;6;30,068194439999999;-22,330583328900001;30.068194440000152 -22.330583328889173;391;391;366;382;567;391,2480774;367,7467957;385,7452087;569,9948730
7;7;30,068208328899999;-22,330583328900001;30.068208328889042 -22.330583328889173;387;387;364;384;566;398,4929504;378,7410278;401,7388000;585,4878540
8;8;30,068124995600002;-22,330597217800001;30.06812499555571 -22.33059721777806;363;363;331;316;482;372,4958496;340,7458496;328,9939270;495,7442322
9;9;30,068138884400000;-22,330597217800001;30.068138884444597 -22.33059721777806;369;369;337;324;494;372,7487183;341,2484131;332,4961548;501,2471313
10;10;30,068152773300000;-22,330597217800001;30.068152773333487 -22.33059721777806;373;373;342;335;508;375,2487183;345,4977722;342,2455139;513,9964600
11;11;30,068166662199999;-22,330597217800001;30.068166662222374 -22.33059721777806;378;378;349;349;526;382,9945679;356,2429504;360,4897766;536,7394409
12;12;30,068180551099999;-22,330597217800001;30.068180551111265 -22.33059721777806;382;382;356;363;543;395,2397766;371,4878540;384,7333679;566,7314453
13;13;30,068194439999999;-22,330597217800001;30.068194440000152 -22.33059721777806;390;390;365;380;564;405,9894409;385,4865723;406,4827271;592,4814453
14;14;30,068208328899999;-22,330597217800001;30.068208328889042 -22.33059721777806;397;397;376;397;583;412,7420044;395,9894409;422,2365723;608,2368774
15;15;30,068124995600002;-22,330611106700001;30.06812499555571 -22.33061110666695;382;382;351;341;507;378,5025635;346,7528687;337,5025635;499,5051270
16;16;30,068138884400000;-22,330611106700001;30.068138884444597 -22.33061110666695;376;376;344;335;500;374,2506409;342,7503052;335,4990540;498,6409
17;17;30,068152773300000;-22,330611106700001;30.068152773333487 -22.33061110666695;373;373;342;336;503;377,2461548;347,9948730;345,9920044;511,7423096
18;18;30,068166662199999;-22,330611106700001;30.068166662222374 -22.33061110666695;377;377;349;349;519;393,2375183;368,4849548;375,4801636;548,7272949
19;19;30,068180551099999;-22,330611106700001;30.068180551111265 -22.33061110666695;395;395;371;381;559;416,9846497;397,2317505;415,4763184;598,7224731
20;20;30,068194439999999;-22,330611106700001;30.068194440000152 -22.33061110666695;414;414;394;415;601;430,2413635;414,4888000;440,7359314;629,2346191
21;21;30,068208328899999;-22,330611106700001;30.068208328889042 -22.33061110666695;423;423;407;434;622;427,7493591;414,7477722;443,9967957;629,9990234
22;22;30,068138884400000;-22,330583328900001;30.068138884444597 -22.330583328889173;356;356;325;312;482;367,2445679;336,2445679;326,7426453;498,9916687
23;23;30,068152773300000;-22,330583328900001;30.068152773333487 -22.330583328889173;371;371;341;336;512;377,7477722;348,2474365;346,4958496;523,4955444
24;24;30,068166662199999;-22,330583328900001;30.068166662222374 -22.330583328889173;389;389;361;366;548;385,5022278;358,2515869;364,0009460;545,15869
25;25;30,068180551099999;-22,330583328900001;30.068180551111265 -22.330583328889173;393;393;367;378;563;389,0009460;363,5006409;375,7493591;559,2496948
26;26;30,068138884400000;-22,330597217800001;30.068138884444597 -22.33059721777806;369;369;337;324;494;372,7487183;341,2484131;332,4961548;501,2471313
27;27;30,068152773300000;-22,330597217800001;30.068152773333487 -22.33059721777806;373;373;342;335;508;375,2487183;345,4977722;342,2455139;513,9964600
28;28;30,068166662199999;-22,330597217800001;30.068166662222374 -22.33059721777806;378;378;349;349;526;382,9945679;356,2429504;360,4897766;536,7394409
29;29;30,068180551099999;-22,330597217800001;30.068180551111265 -22.33059721777806;382;382;356;363;543;395,2397766;371,4878540;384,7333679;566,7314453
30;30;30,068138884400000;-22,330611106700001;30.068138884444597 -22.33061110666695;376;376;344;335;500;374,2506409;342,7503052;335,4990540;498,6409
31;31;30,068152773300000;-22,330611106700001;30.068152773333487 -22.33061110666695;373;373;342;336;503;377,2461548;347,9948730;345,9920044;511,7423096
32;32;30,068166662199999;-22,330611106700001;30.068166662222374 -22.33061110666695;377;377;349;349;519;393,2375183;368,4849548;375,4801636;548,7272949
33;33;30,068180551099999;-22,330611106700001;30.068180551111265 -22.33061110666695;395;395;371;381;559;416,9846497;397,2317505;415,4763184;598,7224731
34;34;30,068138884400000;-22,330624995600001;30.068138884444597 -22.33062499555584;374;374;342;333;491;369,0028687;337,0025635;329,2519226;483,7541504
35;35;30,068152773300000;-22,330624995600001;30.068152773333487 -22.33062499555584;374;374;343;338;498;375,4987183;346,4974365;344,7452087;503,4958496
36;36;30,068166662199999;-22,330624995600001;30.068166662222374 -22.33062499555584;385;385;358;361;527;397,2420044;373,7397461;382,2362366;550,7346191
37;37;30,068180551099999;-22,330624995600001;30.068180551111265 -22.33062499555584;416;416;396;411;590;425,4945679;408,4923096;428,4894409;608,9884644
38;38;30,068138884400000;-22,330638884399999;30.068138884444597 -22.330638884444728;363;363;329;319;468;353,0067139;319,2567139;309,2567139;453,2599182
39;39;30,068152773300000;-22,330638884399999;30.068152773333487 -22.330638884444728;365;365;334;327;478;357,5064087;327,2557678;322,0054321;470,76904
40;40;30,068166662199999;-22,330638884399999;30.068166662222374 -22.330638884444728;378;378;351;353;511;374,7538452;350,0025635;353,5019226;510,35095
41;41;30,068180551099999;-22,330638884399999;30.068180551111265 -22.330638884444728;410;410;390;404;575;398,0086365;379,7576904;393,2583313;560,2611694
42;42;30,068138884400000;-22,330652773299999;30.068138884444597 -22.330652773333618;342;342;306;293;430;335,7538452;300,0035095;288,5025635;422,7541504
43;43;30,068152773300000;-22,330652773299999;30.068152773333487 -22.330652773333618;342;342;308;298;437;340,4990540;308,9971313;301,4952087;440,4945679
44;44;30,068166662199999;-22,330652773299999;30.068166662222374 -22.330652773333618;345;345;316;310;454;356,7416687;331,4891357;331,4852905;478,7330322
45;45;30,068180551099999;-22,330652773299999;30.068180551111265 -22.330652773333618;366;366;343;347;500;378,2413635;359,2388000;368,4852905;525,2327271
46;46;30,068111106700002;-22,330805551099999;30.06811110666682 -22.330805551111396;374;374;345;357;527;370,2557678;341,5057678;357,2544861;530,7531738
47;47;30,068124995600002;-22,330805551099999;30.06812499555571 -22.330805551111396;385;385;358;380;563;381,2512817;355,0009460;379,9987183;566,9955444
48;48;30,068138884400000;-22,330805551099999;30.068138884444597 -22.330805551111396;403;403;380;413;611;395,2532043;372,0032043;405,7522278;603,22583
49;49;30,068152773300000;-22,330805551099999;30.068152773333487 -22.330805551111396;404;404;383;420;620;392,7557678;371,5054321;407,0060730;601,95825
50;50;30,068111106700002;-22,330819439999999;30.06811110666682 -22.330819440000287;366;366;336;349;516;358,2551270;328,2551270;342,5041504;511,32043
51;51;30,068124995600002;-22,330819439999999;30.06812499555571 -22.330819440000287;356;356;327;343;517;364,9945679;336,9939270;359,2400818;540,4855957
52;52;30,068138884400000;-22,330819439999999;30.068138884444597 -22.330819440000287;381;381;355;384;577;384,4967957;359,7458496;391,9935913;585,4929810
53;53;30,068152773300000;-22,330819439999999;30.068152773333487 -22.330819440000287;393;393;370;406;604;392,2480774;370,7471313;407,2461548;600,4984131
54;54;30,068111106700002;-22,330833328899999;30.06811110666682 -22.330833328889174;361;361;330;342;505;354,7528687;323,7528687;338,5009460;503,2493591
55;55;30,068124995600002;-22,330833328899999;30.06812499555571 -22.330833328889174;350;350;320;336;506;360,7442322;331,7435913;354,4894409;531,9849854
56;56;30,068138884400000;-22,330833328899999;30.068138884444597 -22.330833328889174;373;373;346;374;562;379,7455139;354,2445679;386,4920044;576,2407227
57;57;30,068152773300000;-22,330833328899999;30.068152773333487 -22.330833328889174;391;391;368;404;599;395,9948730;374,4935913;412,7416687;604,9929810
58;58;30,068013884399999;-22,327222217799999;30.068013884444596 -22.327222217778033;360;360;328;333;523;364,2477722;331,7480774;338,9964905;536,2420044
59;59;30,068027773299999;-22,327222217799999;30.068027773333487 -22.327222217778033;361;361;329;339;541;374,2420044;342,4920044;357,4888000;563,7362671
60;60;30,068041662199999;-22,327222217799999;30.068041662222374 -22.327222217778033;383;383;353;373;582;397,4920044;367,4920044;391,9894409;601,4894409
61;61;30,068055551099999;-22,327222217799999;30.068055551111264 -22.327222217778033;413;413;385;415;625;420,2458496;391,9961548;424,9942322;632,9958496
62;62;30,068069439999999;-22,327222217799999;30.06806944000015 -22.327222217778033;434;434;408;446;654;424,0041504;395,7551270;432,2554321;633,92773
63;63;30,068013884399999;-22,327236106699999;30.068013884444596 -22.327236106666923;369;369;336;340;533;369,2496948;335,2503052;341,4987183;540,4948730
64;64;30,068027773299999;-22,327236106699999;30.068027773333487 -22.327236106666923;367;367;334;344;548;377,7432861;344,4932861;358,7407227;566,4881592
65;65;30,068041662199999;-22,327236106699999;30.068041662222374 -22.327236106666923;386;386;354;374;584;396,7439270;364,9939270;388,2416687;597,9923096
66;66;30,068055551099999;-22,327236106699999;30.068055551111264 -22.327236106666923;408;408;378;406;615;414,2467957;383,9967957;414,9952087;621,4968262
67;67;30,068069439999999;-22,327236106699999;30.06806944000015 -22.327236106666923;426;426;397;433;638;422,7500000;393,2503357;429,4993591;630,18921
68;68;30,068013884399999;-22,327249995599999;30.068013884444596 -22.327249995555814;371;371;336;338;532;366,2512817;330,2515869;334,0000000;528,4990234
69;69;30,068027773299999;-22,327249995599999;30.068027773333487 -22.327249995555814;370;370;335;344;549;378,2442322;343,7439270;356,9907227;561,7407227
70;70;30,068041662199999;-22,327249995599999;30.068041662222374 -22.327249995555814;388;388;355;373;585;396,2448730;363,4945679;385,9920044;592,4955444
71;71;30,068055551099999;-22,327249995599999;30.068055551111264 -22.327249995555814;405;405;373;400;608;410,4967957;379,2464905;408,9945679;611,2484131
72;72;30,068069439999999;-22,327249995599999;30.06806944000015 -22.327249995555814;418;418;388;421;625;421,7467957;391,4967957;427,7445679;624,9984131
73;73;30,068013884399999;-22,327263884400001;30.068013884444596 -22.3272638844447;357;357;319;316;498;356,7487183;318,7487183;320,2452087;500,4958496
74;74;30,068027773299999;-22,327263884400001;30.068027773333487 -22.3272638844447;367;367;331;338;535;375,7435913;339,9932861;353,7388000;546,7410278
75;75;30,068041662199999;-22,327263884400001;30.068041662222374 -22.3272638844447;388;388;354;373;578;395,7448730;362,2445679;385,7416687;581,4974365
76;76;30,068055551099999;-22,327263884400001;30.068055551111264 -22.3272638844447;404;404;372;398;599;408,7474365;376,9971313;406,9948730;598,7506104
77;77;30,068069439999999;-22,327263884400001;30.06806944000015 -22.3272638844447;415;415;384;417;613;418,4987183;387,7487183;423,7471313;611,28687
78;78;30,068013884399999;-22,327277773300001;30.068013884444596 -22.32727777333359;342;342;302;296;458;351,7426453;312,7416687;314,2365723;477,9852905
79;79;30,068027773299999;-22,327277773300001;30.068027773333487 -22.32727777333359;361;361;323;331;511;376,2400818;339,9891357;355,7340088;533,7352905
80;80;30,068041662199999;-22,327277773300001;30.068041662222374 -22.32727777333359;387;387;352;373;563;396,9942322;363,2432861;388,7407227;570,7455444
81;81;30,068055551099999;-22,327277773300001;30.068055551111264 -22.32727777333359;404;404;371;399;586;407,2487183;375,2484131;405,9967957;584,5025635
82;82;30,068069439999999;-22,327277773300001;30.06806944000015 -22.32727777333359;412;412;381;414;597;412,0009460;380,7509460;415,5003052;589,64087
83;83;30,068722217800001;-22,327541662200002;30.068722217777935 -22.32754166222248;378;378;346;334;477;374,7515869;342,0019226;329,5019226;471,2528687
84;84;30,068736106700001;-22,327541662200002;30.068736106666826 -22.32754166222248;381;381;348;339;478;381,2480774;347,7480774;339,9971313;477,7474365
85;85;30,068749995600001;-22,327541662200002;30.068749995555713 -22.32754166222248;384;384;349;345;479;386,9977722;352,7474365;349,4967957;482,7474365
86;86;30,068763884399999;-22,327541662200002;30.068763884444603 -22.32754166222248;386;386;351;350;479;384,7519226;350,0019226;348,2525635;475,2541504
87;87;30,068777773299999;-22,327541662200002;30.06877777333349 -22.32754166222248;382;382;347;346;469;381,2484131;346,4980774;345,4977722;466,2487183
88;88;30,068722217800001;-22,327555551100001;30.068722217777935 -22.32755555111137;367;367;334;317;462;368,7493591;335,4996948;319,9990540;464,4996643
89;89;30,068736106700001;-22,327555551100001;30.068736106666826 -22.32755555111137;373;373;340;328;468;377,7471313;344,2474365;333,9961548;473,7467957
90;90;30,068749995600001;-22,327555551100001;30.068749995555713 -22.32755555111137;387;387;354;348;486;386,5003052;352,7506409;347,5003052;482,5022278
91;91;30,068763884399999;-22,327555551100001;30.068763884444603 -22.32755555111137;391;391;357;355;487;383,2547913;348,7551270;345,0060730;472,7589722
92;92;30,068777773299999;-22,327555551100001;30.06877777333349 -22.32755555111137;380;380;345;342;466;383,9958496;349,9948730;347,9939270;470,4942322
93;93;30,068722217800001;-22,327569440000001;30.068722217777935 -22.32756944000026;366;366;333;315;465;367,4990540;333,9993591;316,2490540;465,5000000
94;94;30,068736106700001;-22,327569440000001;30.068736106666826 -22.32756944000026;369;369;335;320;463;374,2474365;340,2474365;327,4961548;469,2474365
95;95;30,068749995600001;-22,327569440000001;30.068749995555713 -22.32756944000026;382;382;348;340;478;380,0022278;346,0022278;337,7525635;472,7547913
96;96;30,068763884399999;-22,327569440000001;30.068763884444603 -22.32756944000026;386;386;352;347;479;375,5067139;341,0070496;334,0083313;460,7618408
97;97;30,068777773299999;-22,327569440000001;30.06877777333349 -22.32756944000026;376;376;341;336;459;379,4974365;345,7467957;341,4961548;463,2471313
98;98;30,068722217800001;-22,327583328900001;30.068722217777935 -22.327583328889148;366;366;333;312;469;365,9996948;332,2500000;312,7490540;466,2512817
99;99;30,068736106700001;-22,327583328900001;30.068736106666826 -22.327583328889148;369;369;335;318;465;371,4987183;337,4987183;322,7474365;466,9993591
100;100;30,068749995600001;-22,327583328900001;30.068749995555713 -22.327583328889148;377;377;343;332;471;374,7509460;340,7509460;330,2503357;465,7528687
101;101;30,068763884399999;-22,327583328900001;30.068763884444603 -22.327583328889148;375;375;341;332;463;371,2512817;337,2509460;328,2509460;455,32043
102;102;30,068777773299999;-22,327583328900001;30.06877777333349 -22.327583328889148;365;365;330;321;442;377,2423096;343,9913635;337,9894409;459,9888000
103;103;30,068722217800001;-22,327597217800001;30.068722217777935 -22.327597217778038;362;362;328;306;466;360,0006409;326,0006409;305,2496948;460,7525635
104;104;30,068736106700001;-22,327597217800001;30.068736106666826 -22.327597217778038;367;367;333;315;465;367,7487183;333,9984131;318,2467957;464,2493591
105;105;30,068749995600001;-22,327597217800001;30.068749995555713 -22.327597217778038;373;373;339;326;467;374,9971313;341,7464905;330,9948730;468,4964905
106;106;30,068763884399999;-22,327597217800001;30.068763884444603 -22.327597217778038;374;374;340;331;462;379,4945679;347,2432861;339,7416687;470,2416687
107;107;30,068777773299999;-22,327597217800001;30.06877777333349 -22.327597217778038;371;371;338;329;453;387,4910278;356,4897461;352,4868774;478,7359314
108;108;30,085763884399999;-22,311569440000000;30.085763884444738 -22.31156944000013;385;385;373;415;539;375,2560730;359,5083313;393,0134277;516,140991
109;109;30,085777773299998;-22,311569440000000;30.08577777333363 -22.31156944000013;384;384;372;409;534;377,7509766;362,0028687;392,7560730;517,57373
110;110;30,085791662199998;-22,311569440000000;30.085791662222515 -22.31156944000013;380;380;366;399;523;376,2525635;359,5041504;386,5076904;511,73547
111;111;30,085805551100002;-22,311569440000000;30.085805551111406 -22.31156944000013;372;372;356;382;505;365,5054321;347,2567139;368,5099182;490,5112000
112;112;30,085763884399999;-22,311583328899999;30.085763884444738 -22.31158332888902;366;366;346;375;496;358,7538452;337,0047913;360,5079956;480,5086365
113;113;30,085777773299998;-22,311583328899999;30.08577777333363 -22.31158332888902;366;366;347;373;495;371,2442322;351,2445679;375,2452087;498,9932861
114;114;30,085791662199998;-22,311583328899999;30.085791662222515 -22.31158332888902;381;381;363;390;516;378,2515869;359,0022278;382,2544861;508,5044861
115;115;30,085805551100002;-22,311583328899999;30.085805551111406 -22.31158332888902;372;372;353;375;500;364,7551270;344,7557678;362,7583313;485,2599182
116;116;30,085763884399999;-22,311597217799999;30.085763884444738 -22.31159721777791;349;349;324;344;462;352,2471313;328,2464905;346,7471313;464,7467957
117;117;30,085777773299998;-22,311597217799999;30.08577777333363 -22.31159721777791;354;354;331;350;469;370,9891357;349,2384949;370,4868774;494,2336731
118;118;30,085791662199998;-22,311597217799999;30.085791662222515 -22.31159721777791;384;384;364;388;516;383,9987183;363,7487183;386,4990540;514,2490234
119;119;30,085805551100002;-22,311597217799999;30.085805551111406 -22.31159721777791;376;376;356;376;502;374,9987183;354,7487183;373,7490540;498,9987183
120;120;30,086263884400001;-22,313680551099999;30.086263884444744 -22.313680551111258;399;399;369;373;585;409,2442322;380,7432861;387,9913635;605,9881592
121;121;30,086277773300001;-22,313680551099999;30.08627777333363 -22.313680551111258;413;413;386;395;607;416,9980774;391,2471313;402,4958496;617,2442627
122;122;30,086291662200001;-22,313680551099999;30.08629166222252 -22.313680551111258;419;419;394;407;615;416,0019226;392,7509460;405,7509460;614,7503052
123;123;30,086305551100001;-22,313680551099999;30.08630555111141 -22.313680551111258;413;413;391;404;605;407,7525635;385,5025635;398,2525635;598,5028687
124;124;30,086319440000000;-22,313680551099999;30.0863194400003 -22.313680551111258;400;400;377;389;579;401,4984131;378,7484131;391,4974365;581,2477417
125;125;30,086263884400001;-22,313694439999999;30.086263884444744 -22.31369444000015;408;408;378;384;610;410,7480774;382,4967957;388,7464905;614,2464600
126;126;30,086277773300001;-22,313694439999999;30.08627777333363 -22.31369444000015;417;417;390;400;622;417,4990540;392,4977722;402,9971313;624,4974365
127;127;30,086291662200001;-22,313694439999999;30.08629166222252 -22.31369444000015;419;419;395;408;625;417,9996948;395,4987183;408,4984131;624,2490234
128;128;30,086305551100001;-22,313694439999999;30.08630555111141 -22.31369444000015;413;413;391;404;614;415,7461548;394,2458496;408,7442322;616,9948730
129;129;30,086319440000000;-22,313694439999999;30.0863194400003 -22.31369444000015;405;405;383;396;596;416,2420044;394,4916687;411,2391357;610,2394409
130;130;30,086263884400001;-22,313708328899999;30.086263884444744 -22.31370832888904;404;404;374;376;604;407,9967957;380,2455139;383,7442322;608,4961548
131;131;30,086277773300001;-22,313708328899999;30.08627777333363 -22.31370832888904;414;414;388;395;621;417,4974365;392,9964905;401,7455139;623,7477417
132;132;30,086291662200001;-22,313708328899999;30.08629166222252 -22.31370832888904;420;420;397;409;630;420,9993591;398,9987183;411,2484131;628,5006104
133;133;30,086305551100001;-22,313708328899999;30.08630555111141 -22.31370832888904;420;420;399;413;628;422,7487183;401,9984131;416,9980774;628,6104
134;134;30,086319440000000;-22,313708328899999;30.0863194400003 -22.31370832888904;425;425;404;422;630;425,7503052;405,0003052;422,7506409;625,2544556
135;135;30,086263884400001;-22,313722217799999;30.086263884444744 -22.313722217777926;400;400;371;370;593;405,2461548;377,7448730;378,2439270;598,9951782
136;136;30,086277773300001;-22,313722217799999;30.08627777333363 -22.313722217777926;414;414;388;394;616;417,7471313;393,4961548;399,9955139;619,4968262
137;137;30,086291662200001;-22,313722217799999;30.08629166222252 -22.313722217777926;422;422;399;409;628;422,4996948;400,4990540;410,9987183;627,6104
138;138;30,086305551100001;-22,313722217799999;30.08630555111141 -22.313722217777926;422;422;401;414;628;421,5015869;400,7515869;413,5019226;622,7554321
139;139;30,086319440000000;-22,313722217799999;30.0863194400003 -22.313722217777926;424;424;404;419;626;419,0041504;397,7551270;412,0057678;611,2608643
140;140;30,086263884400001;-22,313736106699999;30.086263884444744 -22.313736106666816;395;395;365;360;579;397,7471313;369,9958496;365,9948730;581,7464600
